,Year
2498,1998
2499,1998
2500,1998
2501,1998
2502,1998
2503,1998
2504,1998
2505,1998
2506,1998
2507,1998
2508,1998
2509,1998
2510,1998
2511,1998
2512,1998
2513,1998
2514,1998
2515,1998
2516,1998
2517,1998
2518,1998
2519,1998
2520,1998
2521,1998
2522,1998
2523,1998
2524,1998
2525,1998
2526,1998
2527,1998
2528,1998
2529,1998
2530,1998
2531,1998
2532,1998
2533,1998
2534,1998
2535,1998
2536,1998
2537,1998
2538,1998
2539,1998
2540,1998
2541,1998
2542,1998
2543,1998
2544,1998
2545,1998
2546,1998
2547,1998
2548,1998
2549,1998
2550,1998
2551,1998
2552,1998
2553,1998
2554,1998
2555,1998
2556,1998
2557,1998
2558,1998
2559,1998
2560,1998
2561,1998
2562,1997
2563,1997
2564,1997
2565,1997
2566,1997
2567,1997
2568,1997
2569,1997
2570,1997
2571,1997
2572,1997
2573,1997
2574,1997
2575,1997
2576,1997
2577,1997
2578,1997
2579,1997
2580,1997
2581,1997
2582,1997
2583,1997
2584,1997
2585,1997
2586,1997
2587,1997
2588,1997
2589,1997
2590,1997
2591,1997
2592,1997
2593,1997
2594,1997
2595,1997
2596,1997
2597,1997
2598,1997
2599,1997
2600,1997
2601,1997
2602,1997
2603,1997
2604,1997
2605,1997
2606,1997
2607,1997
2608,1997
2609,1997
2610,1997
2611,1997
2612,1997
2613,1997
2614,1997
2615,1997
2616,1997
2617,1997
2618,1996
2619,1996
2620,1996
2621,1996
2622,1996
2623,1996
2624,1996
2625,1996
2626,1996
2627,1996
2628,1996
2629,1996
2630,1996
2631,1996
2632,1996
2633,1996
2634,1996
2635,1996
2636,1996
2637,1996
2638,1996
2639,1996
2640,1996
2641,1996
2642,1996
2643,1996
2644,1996
2645,1996
2646,1996
2647,1996
2648,1996
2649,1996
2650,1996
2651,1996
2652,1996
2653,1996
2654,1996
2655,1996
2656,1996
2657,1996
2658,1996
2659,1996
2660,1996
2661,1996
2662,1996
2663,1996
2664,1996
2665,1996
2666,1996
2667,1996
2668,1995
2669,1995
2670,1995
2671,1995
2672,1995
2673,1995
2674,1995
2675,1995
2676,1995
2677,1995
2678,1995
2679,1995
2680,1995
2681,1995
2682,1995
2683,1995
2684,1995
2685,1995
2686,1995
2687,1995
2688,1995
2689,1995
2690,1995
2691,1995
2692,1995
2693,1995
2694,1995
2695,1995
2696,1995
2697,1995
2698,1995
2699,1995
2700,1995
2701,1995
2702,1995
2703,1995
2704,1995
2705,1995
2706,1995
2707,1995
2708,1994
2709,1994
2710,1994
2711,1994
2712,1994
2713,1994
2714,1994
2715,1994
2716,1994
2717,1994
2718,1994
2719,1994
2720,1994
2721,1994
2722,1994
2723,1994
2724,1994
2725,1994
2726,1994
2727,1994
2728,1994
2729,1994
2730,1994
2731,1994
2732,1994
2733,1994
2734,1994
2735,1994
2736,1994
2737,1994
2738,1994
2739,1994
2740,1994
2741,1994
2742,1994
2743,1994
2744,1994
2745,1994
2746,1994
2747,1994
2748,1994
2749,1993
2750,1993
2751,1993
2752,1993
2753,1993
2754,1993
2755,1993
2756,1993
2757,1993
2758,1993
2759,1993
2760,1993
2761,1993
2762,1993
2763,1993
2764,1993
2765,1993
2766,1993
2767,1993
2768,1993
2769,1993
2770,1993
2771,1993
2772,1993
2773,1993
2774,1993
2775,1993
2776,1993
2777,1993
2778,1993
2779,1993
2780,1993
2781,1993
2782,1993
2783,1993
2784,1993
2785,1993
2786,1993
2787,1993
2788,1993
2789,1993
2790,1993
2791,1993
2792,1993
2793,1993
2794,1993
2795,1993
2796,1993
2797,1993
2798,1993
2799,1993
2800,1993
2801,1993
2802,1993
2803,1993
2804,1992
2805,1992
2806,1992
2807,1992
2808,1992
2809,1992
2810,1992
2811,1992
2812,1992
2813,1992
2814,1992
2815,1992
2816,1992
2817,1992
2818,1992
2819,1992
2820,1992
2821,1992
2822,1992
2823,1992
2824,1992
2825,1992
2826,1992
2827,1992
2828,1992
2829,1992
2830,1992
2831,1992
2832,1992
2833,1992
2834,1992
2835,1991
2836,1991
2837,1991
2838,1991
2839,1991
2840,1991
2841,1991
2842,1991
2843,1991
2844,1991
2845,1991
2846,1991
2847,1991
2848,1991
2849,1991
2850,1991
2851,1991
2852,1991
2853,1991
2854,1991
2855,1991
2856,1991
2857,1991
2858,1991
2859,1991
2860,1991
2861,1991
2862,1991
2863,1991
2864,1991
2865,1991
2866,1991
2867,1991
2868,1991
2869,1991
2870,1991
2871,1991
2872,1991
2873,1991
2874,1991
2875,1991
2876,1990
2877,1990
2878,1990
2879,1990
2880,1990
2881,1990
2882,1990
2883,1990
2884,1990
2885,1990
2886,1990
2887,1990
2888,1990
2889,1990
2890,1990
2891,1990
2892,1990
2893,1990
2894,1990
2895,1990
2896,1990
2897,1990
2898,1990
2899,1990
2900,1990
2901,1990
2902,1990
2903,1990
2904,1990
2905,1990
2906,1990
2907,1990
2908,1990
2909,1990
2910,1990
2911,1990
2912,1990
2913,1990
2914,1990
2915,1990
2916,1990
2917,1990
2918,1990
2919,1990
2920,1990
2921,1990
2922,1990
2923,1990
2924,1989
2925,1989
2926,1989
2927,1989
2928,1989
2929,1989
2930,1989
2931,1989
2932,1989
2933,1989
2934,1989
2935,1989
2936,1989
2937,1989
2938,1989
2939,1989
2940,1989
2941,1989
2942,1989
2943,1989
2944,1989
2945,1989
2946,1989
2947,1989
2948,1989
2949,1989
2950,1989
2951,1989
2952,1989
2953,1989
2954,1989
2955,1989
2956,1989
2957,1989
2958,1989
2959,1989
2960,1988
2961,1988
2962,1988
2963,1988
2964,1988
2965,1988
2966,1988
2967,1988
2968,1988
2969,1988
2970,1988
2971,1988
2972,1988
2973,1988
2974,1988
2975,1988
2976,1988
2977,1988
2978,1988
2979,1988
2980,1988
2981,1988
2982,1988
2983,1988
2984,1988
2985,1988
2986,1988
2987,1988
2988,1988
2989,1988
2990,1988
2991,1988
2992,1988
2993,1987
2994,1987
2995,1987
2996,1987
2997,1987
2998,1987
2999,1987
3000,1987
3001,1987
3002,1987
3003,1987
3004,1987
3005,1987
3006,1987
3007,1987
3008,1987
3009,1987
3010,1987
3011,1987
3012,1987
3013,1987
3014,1987
3015,1987
3016,1987
3017,1987
3018,1987
3019,1987
3020,1987
3021,1986
3022,1986
3023,1986
3024,1986
3025,1986
3026,1986
3027,1986
3028,1986
3029,1986
3030,1986
3031,1986
3032,1986
3033,1986
3034,1986
3035,1986
3036,1986
3037,1986
3038,1986
3039,1985
3040,1985
3041,1985
3042,1985
3043,1985
3044,1985
3045,1985
3046,1985
3047,1985
3048,1985
3049,1985
3050,1985
3051,1985
3052,1985
3053,1985
3054,1985
3055,1985
3056,1984
3057,1984
3058,1984
3059,1984
3060,1984
3061,1984
3062,1984
3063,1984
3064,1984
3065,1984
3066,1984
3067,1984
3068,1984
3069,1984
3070,1984
3071,1984
3072,1984
3073,1983
3074,1983
3075,1983
3076,1983
3077,1983
3078,1983
3079,1983
3080,1983
3081,1983
3082,1983
3083,1983
3084,1983
3085,1983
3086,1983
3087,1983
3088,1983
3089,1982
3090,1982
3091,1982
3092,1982
3093,1982
3094,1982
3095,1982
3096,1982
3097,1982
3098,1982
3099,1982
3100,1981
3101,1981
3102,1981
3103,1981
3104,1981
3105,1981
3106,1981
3107,1981
3108,1981
3109,1981
3110,1981
3111,1981
3112,1981
3113,1981
3114,1981
3115,1981
3116,1981
3117,1981
3118,1980
3119,1980
3120,1980
3121,1980
3122,1980
3123,1980
3124,1980
3125,1980
3126,1980
3127,1980
3128,1979
3129,1979
3130,1979
3131,1979
3132,1979
3133,1979
3134,1979
3135,1979
3136,1979
3137,1979
3138,1979
3139,1978
3140,1978
3141,1978
3142,1978
3143,1978
3144,1978
3145,1978
3146,1978
3147,1977
3148,1977
3149,1977
3150,1977
3151,1977
3152,1977
3153,1977
3154,1977
3155,1977
3156,1976
3157,1976
3158,1976
3159,1976
3160,1976
3161,1976
3162,1976
3163,1976
3164,1976
3165,1976
3166,1975
3167,1975
3168,1975
3169,1975
3170,1975
3171,1975
3172,1975
3173,1974
3174,1974
3175,1974
3176,1974
3177,1974
3178,1974
3179,1974
3180,1974
3181,1973
3182,1973
3183,1973
3184,1973
3185,1973
3186,1973
3187,1973
3188,1973
3189,1972
3190,1972
3191,1972
3192,1972
3193,1972
3194,1972
3195,1972
3196,1971
3197,1971
3198,1971
3199,1971
3200,1971
3201,1971
3202,1971
3203,1971
3204,1971
3205,1971
3206,1970
3207,1970
3208,1970
3209,1970
3210,1970
3211,1970
3212,1970
3213,1969
3214,1968
3215,1968
3216,1968
3217,1968
3218,1967
3219,1967
3220,1965
3221,1965
3222,1965
3223,1965
3224,1963
3225,1963
3226,1963
3227,1962
3228,1953
3229,2020
3230,2020
3231,2020
3232,2020
3233,2020
3234,2020
3235,2020
3236,2020
3237,2020
3238,2020
3239,2020
3240,2020
3241,2020
3242,2020
3243,2020
3244,2020
3245,2020
3246,2020
3247,2020
3248,2020
3249,2020
3250,2020
3251,2020
3252,2020
3253,2020
3254,2020
3255,2020
3256,2020
3257,2020
3258,2020
3259,2020
3260,2020
3261,2020
3262,2020
3263,2020
3264,2020
3265,2020
3266,2020
3267,2020
3268,2020
3269,2020
3270,2020
3271,2020
3272,2020
3273,2020
3274,2020
3275,2020
3276,2020
3277,2020
3278,2020
3279,2020
3280,2020
3281,2020
3282,2020
3283,2020
3284,2020
3285,2020
3286,2020
3287,2020
3288,2020
3289,2020
3290,2020
3291,2020
3292,2020
3293,2020
3294,2020
3295,2020
3296,2020
3297,2020
3298,2020
3299,2020
3300,2020
3301,2020
3302,2020
3303,2020
3304,2020
3305,2020
3306,2020
3307,2020
3308,2020
3309,2020
3310,2020
3311,2020
3312,2020
3313,2020
3314,2020
3315,2020
3316,2020
3317,2020
3318,2020
3319,2020
3320,2020
3321,2020
3322,2020
3323,2020
3324,2020
3325,2020
3326,2020
3327,2020
3328,2020
3329,2020
3330,2020
3331,2020
3332,2020
3333,2020
3334,2020
3335,2020
3336,2020
3337,2020
3338,2020
3339,2020
3340,2020
3341,2020
3342,2020
3343,2020
3344,2020
3345,2020
3346,2020
3347,2020
3348,2020
3349,2020
3350,2020
3351,2020
3352,2020
3353,2020
3354,2020
3355,2020
3356,2020
3357,2020
3358,2020
3359,2020
3360,2020
3361,2020
3362,2020
3363,2020
3364,2020
3365,2020
3366,2020
3367,2020
3368,2020
3369,2020
3370,2020
3371,2020
3372,2020
3373,2020
3374,2020
3375,2020
3376,2020
3377,2020
3378,2020
3379,2020
3380,2020
3381,2020
3382,2020
3383,2020
3384,2020
3385,2020
3386,2020
3387,2020
3388,2020
3389,2020
3390,2020
3391,2020
3392,2020
3393,2020
3394,2020
3395,2020
3396,2020
3397,2020
3398,2020
3399,2020
3400,2020
3401,2020
3402,2020
3403,2020
3404,2020
3405,2020
3406,2020
3407,2020
3408,2020
3409,2020
3410,2020
3411,2020
3412,2020
3413,2020
3414,2020
3415,2020
3416,2020
3417,2020
3418,2020
3419,2020
3420,2020
3421,2020
3422,2020
3423,2020
3424,2020
3425,2020
3426,2020
3427,2020
3428,2020
3429,2020
3430,2020
3431,2020
3432,2020
3433,2020
3434,2020
3435,2020
3436,2020
3437,2020
3438,2020
3439,2020
3440,2020
3441,2020
3442,2020
3443,2020
3444,2020
3445,2020
3446,2020
3447,2020
3448,2020
3449,2020
3450,2020
3451,2020
3452,2020
3453,2020
3454,2020
3455,2020
3456,2020
3457,2020
3458,2020
3459,2020
3460,2020
3461,2020
3462,2020
3463,2020
3464,2020
3465,2020
3466,2020
3467,2020
3468,2020
3469,2020
3470,2020
3471,2020
3472,2020
3473,2020
3474,2020
3475,2020
3476,2020
3477,2020
3478,2020
3479,2020
3480,2020
3481,2020
3482,2020
3483,2020
3484,2020
3485,2020
3486,2020
3487,2020
3488,2020
3489,2020
3490,2020
3491,2020
3492,2020
3493,2020
3494,2020
3495,2020
3496,2020
3497,2020
3498,2020
3499,2020
3500,2020
3501,2020
3502,2020
3503,2020
3504,2020
3505,2020
3506,2020
3507,2020
3508,2020
3509,2020
3510,2020
3511,2020
3512,2020
3513,2020
3514,2020
3515,2020
3516,2020
3517,2020
3518,2020
3519,2020
3520,2020
3521,2020
3522,2020
3523,2020
3524,2020
3525,2020
3526,2020
3527,2020
3528,2020
3529,2020
3530,2020
3531,2020
3532,2020
3533,2020
3534,2020
3535,2020
3536,2020
3537,2020
3538,2020
3539,2020
3540,2020
3541,2020
3542,2020
3543,2020
3544,2020
3545,2020
3546,2020
3547,2020
3548,2020
3549,2020
3550,2020
3551,2020
3552,2020
3553,2020
3554,2020
3555,2020
3556,2020
3557,2020
3558,2020
3559,2020
3560,2020
3561,2020
3562,2020
3563,2020
3564,2020
3565,2020
3566,2020
3567,2020
3568,2020
3569,2020
3570,2020
3571,2020
3572,2020
3573,2020
3574,2020
3575,2020
3576,2020
3577,2020
3578,2020
3579,2020
3580,2020
3581,2020
3582,2020
3583,2020
3584,2020
3585,2020
3586,2020
3587,2020
3588,2020
3589,2020
3590,2020
3591,2020
3592,2020
3593,2020
3594,2020
3595,2020
3596,2020
3597,2020
3598,2020
3599,2020
3600,2020
3601,2020
3602,2020
3603,2020
3604,2020
3605,2020
3606,2020
3607,2020
3608,2020
3609,2020
3610,2020
3611,2020
3612,2020
3613,2020
3614,2020
3615,2020
3616,2020
3617,2020
3618,2020
3619,2020
3620,2020
3621,2020
3622,2020
3623,2020
3624,2020
3625,2020
3626,2020
3627,2020
3628,2020
3629,2020
3630,2020
3631,2020
3632,2020
3633,2020
3634,2020
3635,2020
3636,2020
3637,2020
3638,2020
3639,2020
3640,2020
3641,2020
3642,2020
3643,2020
3644,2020
3645,2020
3646,2020
3647,2020
3648,2020
3649,2020
3650,2020
3651,2020
3652,2020
3653,2020
3654,2020
3655,2020
3656,2020
3657,2020
3658,2020
3659,2020
3660,2020
3661,2020
3662,2020
3663,2020
3664,2020
3665,2020
3666,2020
3667,2020
3668,2020
3669,2020
3670,2020
3671,2020
3672,2020
3673,2020
3674,2020
3675,2020
3676,2020
3677,2020
3678,2020
3679,2020
3680,2020
3681,2020
3682,2020
3683,2020
3684,2020
3685,2020
3686,2020
3687,2020
3688,2020
3689,2020
3690,2020
3691,2020
3692,2020
3693,2020
3694,2020
3695,2020
3696,2020
3697,2020
3698,2020
3699,2020
3700,2020
3701,2020
3702,2020
3703,2020
3704,2020
3705,2020
3706,2020
3707,2020
3708,2020
3709,2020
3710,2020
3711,2020
3712,2020
3713,2020
3714,2020
3715,2020
3716,2020
3717,2020
3718,2020
3719,2020
3720,2020
3721,2020
3722,2020
3723,2020
3724,2020
3725,2020
3726,2020
3727,2020
3728,2020
3729,2020
3730,2020
3731,2020
3732,2020
3733,2020
3734,2020
3735,2020
3736,2020
3737,2020
3738,2020
3739,2020
3740,2020
3741,2020
3742,2020
3743,2020
3744,2020
3745,2020
3746,2020
3747,2020
3748,2020
3749,2020
3750,2020
3751,2020
3752,2020
3753,2020
3754,2020
3755,2020
3756,2020
3757,2020
3758,2020
3759,2020
3760,2020
3761,2020
3762,2020
3763,2020
3764,2020
3765,2020
3766,2020
3767,2020
3768,2020
3769,2020
3770,2020
3771,2020
3772,2020
3773,2020
3774,2020
3775,2020
3776,2020
3777,2020
3778,2020
3779,2020
3780,2020
3781,2020
3782,2020
3783,2020
3784,2020
3785,2020
3786,2020
3787,2020
3788,2020
3789,2020
3790,2020
3791,2020
3792,2020
3793,2020
3794,2020
3795,2020
3796,2020
3797,2020
3798,2020
3799,2020
3800,2020
3801,2020
3802,2020
3803,2020
3804,2020
3805,2020
3806,2020
3807,2020
3808,2020
3809,2020
3810,2020
3811,2020
3812,2020
3813,2020
3814,2020
3815,2020
3816,2020
3817,2020
3818,2020
3819,2020
3820,2020
3821,2020
3822,2020
3823,2020
3824,2020
3825,2020
3826,2020
3827,2020
3828,2020
3829,2020
3830,2020
3831,2020
3832,2020
3833,2020
3834,2020
3835,2020
3836,2020
3837,2020
3838,2020
3839,2020
3840,2020
3841,2020
3842,2020
3843,2020
3844,2020
3845,2020
3846,2020
3847,2020
3848,2020
3849,2020
3850,2020
3851,2020
3852,2020
3853,2020
3854,2020
3855,2020
3856,2020
3857,2020
3858,2020
3859,2020
3860,2020
3861,2020
3862,2020
3863,2020
3864,2020
3865,2020
3866,2020
3867,2020
3868,2020
3869,2020
3870,2020
3871,2020
3872,2020
3873,2020
3874,2020
3875,2020
3876,2020
3877,2020
3878,2019
3879,2019
3880,2019
3881,2019
3882,2019
3883,2019
3884,2019
3885,2019
3886,2019
3887,2019
3888,2019
3889,2019
3890,2019
3891,2019
3892,2019
3893,2019
3894,2019
3895,2019
3896,2019
3897,2019
3898,2019
3899,2019
3900,2019
3901,2019
3902,2019
3903,2019
3904,2019
3905,2019
3906,2019
3907,2019
3908,2019
3909,2019
3910,2019
3911,2019
3912,2019
3913,2019
3914,2019
3915,2019
3916,2019
3917,2019
3918,2019
3919,2019
3920,2019
3921,2019
3922,2019
3923,2019
3924,2019
3925,2019
3926,2019
3927,2019
3928,2019
3929,2019
3930,2019
3931,2019
3932,2019
3933,2019
3934,2019
3935,2019
3936,2019
3937,2019
3938,2019
3939,2019
3940,2019
3941,2019
3942,2019
3943,2019
3944,2019
3945,2019
3946,2019
3947,2019
3948,2019
3949,2019
3950,2019
3951,2019
3952,2019
3953,2019
3954,2019
3955,2019
3956,2019
3957,2019
3958,2019
3959,2019
3960,2019
3961,2019
3962,2019
3963,2019
3964,2019
3965,2019
3966,2019
3967,2019
3968,2019
3969,2019
3970,2019
3971,2019
3972,2019
3973,2019
3974,2019
3975,2019
3976,2019
3977,2019
3978,2019
3979,2019
3980,2019
3981,2019
3982,2019
3983,2019
3984,2019
3985,2019
3986,2019
3987,2019
3988,2019
3989,2019
3990,2019
3991,2019
3992,2019
3993,2019
3994,2019
3995,2019
3996,2019
3997,2019
3998,2019
3999,2019
4000,2019
4001,2019
4002,2019
4003,2019
4004,2019
4005,2019
4006,2019
4007,2019
4008,2019
4009,2019
4010,2019
4011,2019
4012,2019
4013,2019
4014,2019
4015,2019
4016,2019
4017,2019
4018,2019
4019,2019
4020,2019
4021,2019
4022,2019
4023,2019
4024,2019
4025,2019
4026,2019
4027,2019
4028,2019
4029,2019
4030,2019
4031,2019
4032,2019
4033,2019
4034,2019
4035,2019
4036,2019
4037,2019
4038,2019
4039,2019
4040,2019
4041,2019
4042,2019
4043,2019
4044,2019
4045,2019
4046,2019
4047,2019
4048,2019
4049,2019
4050,2019
4051,2019
4052,2019
4053,2019
4054,2019
4055,2019
4056,2019
4057,2019
4058,2019
4059,2019
4060,2019
4061,2019
4062,2019
4063,2019
4064,2019
4065,2019
4066,2019
4067,2019
4068,2019
4069,2019
4070,2019
4071,2019
4072,2019
4073,2019
4074,2019
4075,2019
4076,2019
4077,2019
4078,2019
4079,2019
4080,2019
4081,2019
4082,2019
4083,2019
4084,2019
4085,2019
4086,2019
4087,2019
4088,2019
4089,2019
4090,2019
4091,2019
4092,2019
4093,2019
4094,2019
4095,2019
4096,2019
4097,2019
4098,2019
4099,2019
4100,2019
4101,2019
4102,2019
4103,2019
4104,2019
4105,2019
4106,2019
4107,2019
4108,2019
4109,2019
4110,2019
4111,2019
4112,2019
4113,2019
4114,2019
4115,2019
4116,2019
4117,2019
4118,2019
4119,2019
4120,2019
4121,2019
4122,2019
4123,2019
4124,2019
4125,2019
4126,2019
4127,2019
4128,2019
4129,2019
4130,2019
4131,2019
4132,2019
4133,2019
4134,2019
4135,2019
4136,2019
4137,2019
4138,2019
4139,2019
4140,2019
4141,2019
4142,2019
4143,2019
4144,2019
4145,2019
4146,2019
4147,2019
4148,2019
4149,2019
4150,2019
4151,2019
4152,2019
4153,2019
4154,2019
4155,2019
4156,2019
4157,2019
4158,2019
4159,2019
4160,2019
4161,2019
4162,2019
4163,2019
4164,2019
4165,2019
4166,2019
4167,2019
4168,2019
4169,2019
4170,2019
4171,2019
4172,2019
4173,2019
4174,2019
4175,2019
4176,2019
4177,2019
4178,2019
4179,2019
4180,2019
4181,2019
4182,2019
4183,2019
4184,2019
4185,2019
4186,2019
4187,2019
4188,2019
4189,2019
4190,2019
4191,2019
4192,2019
4193,2019
4194,2019
4195,2019
4196,2019
4197,2019
4198,2019
4199,2019
4200,2019
4201,2019
4202,2019
4203,2019
4204,2019
4205,2019
4206,2019
4207,2019
4208,2019
4209,2019
4210,2019
4211,2019
4212,2019
4213,2019
4214,2019
4215,2019
4216,2019
4217,2019
4218,2019
4219,2019
4220,2019
4221,2019
4222,2019
4223,2019
4224,2019
4225,2019
4226,2019
4227,2019
4228,2019
4229,2019
4230,2019
4231,2019
4232,2019
4233,2019
4234,2019
4235,2019
4236,2019
4237,2019
4238,2019
4239,2019
4240,2019
4241,2019
4242,2019
4243,2019
4244,2019
4245,2019
4246,2019
4247,2019
4248,2019
4249,2019
4250,2019
4251,2019
4252,2019
4253,2019
4254,2019
4255,2019
4256,2019
4257,2019
4258,2019
4259,2019
4260,2019
4261,2019
4262,2019
4263,2019
4264,2019
4265,2019
4266,2019
4267,2019
4268,2019
4269,2019
4270,2019
4271,2019
4272,2019
4273,2019
4274,2019
4275,2019
4276,2019
4277,2019
4278,2019
4279,2019
4280,2019
4281,2019
4282,2019
4283,2019
4284,2019
4285,2019
4286,2019
4287,2019
4288,2019
4289,2019
4290,2019
4291,2019
4292,2019
4293,2019
4294,2019
4295,2019
4296,2019
4297,2019
4298,2019
4299,2019
4300,2019
4301,2019
4302,2019
4303,2019
4304,2019
4305,2019
4306,2019
4307,2019
4308,2019
4309,2019
4310,2019
4311,2019
4312,2019
4313,2019
4314,2019
4315,2019
4316,2019
4317,2019
4318,2019
4319,2019
4320,2019
4321,2019
4322,2019
4323,2019
4324,2019
4325,2019
4326,2019
4327,2019
4328,2019
4329,2019
4330,2019
4331,2019
4332,2019
4333,2019
4334,2019
4335,2019
4336,2019
4337,2019
4338,2019
4339,2019
4340,2019
4341,2019
4342,2019
4343,2019
4344,2019
4345,2019
4346,2019
4347,2019
4348,2019
4349,2019
4350,2019
4351,2019
4352,2019
4353,2019
4354,2019
4355,2019
4356,2019
4357,2019
4358,2019
4359,2019
4360,2019
4361,2019
4362,2019
4363,2019
4364,2019
4365,2019
4366,2019
4367,2019
4368,2019
4369,2019
4370,2019
4371,2019
4372,2019
4373,2019
4374,2019
4375,2019
4376,2019
4377,2019
4378,2019
4379,2019
4380,2019
4381,2019
4382,2019
4383,2019
4384,2019
4385,2019
4386,2019
4387,2019
4388,2019
4389,2019
4390,2019
4391,2019
4392,2019
4393,2019
4394,2019
4395,2019
4396,2019
4397,2019
4398,2019
4399,2019
4400,2019
4401,2019
4402,2019
4403,2019
4404,2019
4405,2019
4406,2019
4407,2019
4408,2019
4409,2019
4410,2019
4411,2019
4412,2019
4413,2019
4414,2019
4415,2019
4416,2019
4417,2019
4418,2019
4419,2019
4420,2019
4421,2019
4422,2019
4423,2019
4424,2019
4425,2019
4426,2019
4427,2019
4428,2019
4429,2019
4430,2019
4431,2019
4432,2019
4433,2019
4434,2019
4435,2019
4436,2019
4437,2019
4438,2019
4439,2019
4440,2019
4441,2019
4442,2019
4443,2019
4444,2019
4445,2019
4446,2019
4447,2019
4448,2019
4449,2019
4450,2019
4451,2019
4452,2019
4453,2019
4454,2019
4455,2019
4456,2019
4457,2019
4458,2019
4459,2018
4460,2018
4461,2018
4462,2018
4463,2018
4464,2018
4465,2018
4466,2018
4467,2018
4468,2018
4469,2018
4470,2018
4471,2018
4472,2018
4473,2018
4474,2018
4475,2018
4476,2018
4477,2018
4478,2018
4479,2018
4480,2018
4481,2018
4482,2018
4483,2018
4484,2018
4485,2018
4486,2018
4487,2018
4488,2018
4489,2018
4490,2018
4491,2018
4492,2018
4493,2018
4494,2018
4495,2018
4496,2018
4497,2018
4498,2018
4499,2018
4500,2018
4501,2018
4502,2018
4503,2018
4504,2018
4505,2018
4506,2018
4507,2018
4508,2018
4509,2018
4510,2018
4511,2018
4512,2018
4513,2018
4514,2018
4515,2018
4516,2018
4517,2018
4518,2018
4519,2018
4520,2018
4521,2018
4522,2018
4523,2018
4524,2018
4525,2018
4526,2018
4527,2018
4528,2018
4529,2018
4530,2018
4531,2018
4532,2018
4533,2018
4534,2018
4535,2018
4536,2018
4537,2018
4538,2018
4539,2018
4540,2018
4541,2018
4542,2018
4543,2018
4544,2018
4545,2018
4546,2018
4547,2018
4548,2018
4549,2018
4550,2018
4551,2018
4552,2018
4553,2018
4554,2018
4555,2018
4556,2018
4557,2018
4558,2018
4559,2018
4560,2018
4561,2018
4562,2018
4563,2018
4564,2018
4565,2018
4566,2018
4567,2018
4568,2018
4569,2018
4570,2018
4571,2018
4572,2018
4573,2018
4574,2018
4575,2018
4576,2018
4577,2018
4578,2018
4579,2018
4580,2018
4581,2018
4582,2018
4583,2018
4584,2018
4585,2018
4586,2018
4587,2018
4588,2018
4589,2018
4590,2018
4591,2018
4592,2018
4593,2018
4594,2018
4595,2018
4596,2018
4597,2018
4598,2018
4599,2018
4600,2018
4601,2018
4602,2018
4603,2018
4604,2018
4605,2018
4606,2018
4607,2018
4608,2018
4609,2018
4610,2018
4611,2018
4612,2018
4613,2018
4614,2018
4615,2018
4616,2018
4617,2018
4618,2018
4619,2018
4620,2018
4621,2018
4622,2018
4623,2018
4624,2018
4625,2018
4626,2018
4627,2018
4628,2018
4629,2018
4630,2018
4631,2018
4632,2018
4633,2018
4634,2018
4635,2018
4636,2018
4637,2018
4638,2018
4639,2018
4640,2018
4641,2018
4642,2018
4643,2018
4644,2018
4645,2018
4646,2018
4647,2018
4648,2018
4649,2018
4650,2018
4651,2018
4652,2018
4653,2018
4654,2018
4655,2018
4656,2018
4657,2018
4658,2018
4659,2018
4660,2018
4661,2018
4662,2018
4663,2018
4664,2018
4665,2018
4666,2018
4667,2018
4668,2018
4669,2018
4670,2018
4671,2018
4672,2018
4673,2018
4674,2018
4675,2018
4676,2018
4677,2018
4678,2018
4679,2018
4680,2018
4681,2018
4682,2018
4683,2018
4684,2018
4685,2018
4686,2018
4687,2018
4688,2018
4689,2018
4690,2018
4691,2018
4692,2018
4693,2018
4694,2018
4695,2018
4696,2018
4697,2018
4698,2018
4699,2018
4700,2018
4701,2018
4702,2018
4703,2018
4704,2018
4705,2018
4706,2018
4707,2018
4708,2018
4709,2018
4710,2018
4711,2018
4712,2018
4713,2018
4714,2018
4715,2018
4716,2018
4717,2018
4718,2018
4719,2018
4720,2018
4721,2018
4722,2018
4723,2018
4724,2018
4725,2018
4726,2018
4727,2018
4728,2018
4729,2018
4730,2018
4731,2018
4732,2018
4733,2018
4734,2018
4735,2018
4736,2018
4737,2018
4738,2018
4739,2018
4740,2018
4741,2018
4742,2018
4743,2018
4744,2018
4745,2018
4746,2018
4747,2018
4748,2018
4749,2018
4750,2018
4751,2018
4752,2018
4753,2018
4754,2018
4755,2018
4756,2018
4757,2018
4758,2018
4759,2018
4760,2018
4761,2018
4762,2018
4763,2018
4764,2018
4765,2018
4766,2018
4767,2018
4768,2018
4769,2018
4770,2018
4771,2018
4772,2018
4773,2018
4774,2018
4775,2018
4776,2018
4777,2018
4778,2018
4779,2018
4780,2018
4781,2018
4782,2018
4783,2018
4784,2018
4785,2018
4786,2018
4787,2018
4788,2018
4789,2018
4790,2018
4791,2018
4792,2018
4793,2018
4794,2018
4795,2018
4796,2018
4797,2018
4798,2018
4799,2018
4800,2018
4801,2018
4802,2018
4803,2018
4804,2018
4805,2018
4806,2018
4807,2018
4808,2018
4809,2018
4810,2018
4811,2018
4812,2018
4813,2018
4814,2018
4815,2018
4816,2018
4817,2018
4818,2018
4819,2018
4820,2018
4821,2018
4822,2018
4823,2018
4824,2018
4825,2018
4826,2018
4827,2018
4828,2018
4829,2018
